reviewerID,recommendation_product
A2TXMYYGSZCSZ1,"B000050FDY,B00005JS5C,B0002JHI1I,B000GLRREU,B000URXP6E,B000X2FPXC,B001ET7FZE,B005K0T4OI,B006IB5T4W,B007HERMKI,B00BMVV3MK,B00W259T7G,B00ZPVJ8MK,B013QT8C56,B01B5GTUM6,B01CTE4DAM,B000PHANNM,B007HXMQXM,B00H96GVYC,B00KA3VEG6,B00KW4LIJQ,B00ZOXFI1E,B011I12NMW,B015POLLZI,B01EL9BQ1M,B00I964ISW,B00004U9V2,B00021CDQ6,B0002ZW5UQ,B000972KU2,B000A5CPJ4,B000GDJDPE,B000GI3TZ4,B000JL8QO2,B000MIH34Q,B000NG90NE,B000PHUKEE,B000PHZ7HO,B000SWY05Q,B000WMWR1G,B000YBNL2Y,B0013B53DY,B0013J8ARW,B0013U0EYI,B0015Z532O,B0018APVTG,B0019IVEEI,B001LYAQB2,B001T0HHDS,B002BU1TZ2,B002D48QUC,B003B6S36S,B003V1I44E,B004Q1OCQ2,B004TMRW24,B004XHOBAG,B005I412W8,B006NZ3PYY,B007PCB5OQ,B00837YY18,B008H6MXBI,B008MAPGEK,B009C5NAJC,B00BH3INN0,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00DHGE89I,B00EU6NK66,B00FBH5AXY,B00II17BAA,B00JR66VBU,B00KBH80TU,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00U1E54CE,B00X7NEOVS,B00YHPQLO8,B00ZL8YFSE,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B015OVPE3C,B01714LPZG,B0187T8CEG,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01CKH82Y6,B01DQG37VS,B01EBTAU5K,B001NBBAQI,B00KWHFKHE"
A1QT3N5FUQ4I47,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000URXP6E,B000W9IWMM,B000X2FPXC,B002RZZXYE,B004A7NXG2,B00567UTKI,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00W259T7G,B013QT8C56,B01C7G4REE,B000PHANNM,B00ACIFQGS,B00D8408YI,B00FXW81RY,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B00ZZ17P84,B015POLLZI,B018S4OWXU,B01EGWTUY4,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000CRQHNU,B000GDJDPE,B000GI3TZ4,B000J5A2K4,B000MIH34Q,B000PHZ7HO,B000Q34ZS4,B000Q388UK,B000SWY05Q,B000YBNL2Y,B0013B53DY,B0013U0EYI,B0015Z532O,B0018APVTG,B001GAOUZY,B001T0HHDS,B002B4540O,B002D48QUC,B002RS6JSA,B003CR4KRM,B004N2SQUC,B004Q1OCQ2,B004XHOBAG,B00512SFZO,B0079K5ZPY,B00837YY18,B008H6MXBI,B00A8JWJRA,B00B1IFMH6,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00II17BAA,B00J9POUBC,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00NZ1FH86,B00Q7BBDXY,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00TLUNPUW,B00U1E54CE,B00U6ZCD2C,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00YHPQLO8,B011J6HJKM,B013QWS5A0,B016IXPWO6,B01714LPZG,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01DQG37VS,B01DWRRVFY,B01ELU4DSE,B01FEDQ1V4,B01FTDAHVO"
A39H1GO9E3YQIB,"B000050FDY,B00005JS5C,B0002JHI1I,B0009RF9DW,B000URXP6E,B000X2FPXC,B0013YXQ58,B001OHV1H4,B004A7NXG2,B00567UTKI,B006IB5T4W,B00BMVV3MK,B00IE3Y5GK,B00W259T7G,B000PHANNM,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00KW4LIJQ,B00YCEI958,B00ZZ17P84,B018S4OWXU,B01EL9BQ1M,B01FWBN620,B0053WVNPG,B017D6UG1Q,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B0007M11XQ,B000972KU2,B000GDJDPE,B000GI3TZ4,B000IOAA3K,B000MIH34Q,B000PHUKEE,B000PHZ7HO,B000Q34ZS4,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013J8ARW,B0013U0EYI,B0015Z532O,B0016191HU,B00176GSEI,B0018APVTG,B001C0W8QG,B001T0HHDS,B00203KPDC,B002BU1TZ2,B002D48R5G,B002D48QUC,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B0052H2JXW,B00837YY18,B008H6MXBI,B008MAPGEK,B00BH3INN0,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00EU6NK66,B00FBH5AXY,B00GBH8TBS,B00II17BAA,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00U1E54CE,B00U6ZCD2C,B00UKLH4SU,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B015OVPE3C,B01714LPZG,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01DQG37VS,B01DWRRVFY,B01EBTAU5K"
A2YB7DLC3FOR7W,"B000050FDY,B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B005K0T4OI,B006IB5T4W,B00BMVV3MK,B00G5L867C,B00GW58YC8,B00W259T7G,B00ZPVJ8MK,B013QT8C56,B01D421V4E,B000PHANNM,B007HXMQXM,B008VEPDMC,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B015POLLZI,B018S4OWXU,B01FWBN620,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZOF22,B0002ZW5UQ,B000972KU2,B000GDJDPE,B000GI3TZ4,B000IOAA3K,B000MIH34Q,B000PHUKEE,B000PHZ7HO,B000Q34ZS4,B000SWY05Q,B000WMWR1G,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013U0EYI,B0015Z532O,B0016191HU,B0018APVTG,B001C0W8QG,B001T0HHDS,B002B4540O,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B006Z773PM,B00837YY18,B008H6MXBI,B00BH3INN0,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00EU6NK66,B00FBH5AXY,B00GBH8TBS,B00II17BAA,B00J9POUBC,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00OOF48HS,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00U1E54CE,B00U6ZCD2C,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00YHPQLO8,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B015OVPE3C,B01714LPZG,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B01GOZ61O8"
A1GNYV0RA0EQSS,"B000050FDY,B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B004A7NXG2,B00567UTKI,B005K0T4OI,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00W259T7G,B013QT8C56,B000NWMOBS,B005CHEIOU,B000PHANNM,B00ACIFQGS,B00D83TNRM,B00FXW81RY,B00KA3VEG6,B00KW4LIJQ,B00M2Q3DBI,B0183R42CS,B01EL9BQ1M,B01FWBN620,B00COW4G9S,B00LMZ4GMU,B00TWZPD6A,B00Y4MXBME,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B0007M11XQ,B000GI3TZ4,B000MIH34Q,B000PHUKEE,B000PHZ7HO,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013J8ARW,B0013U0EYI,B0015Z532O,B0015ZC0W0,B0016191HU,B00176GSEI,B0018APVTG,B002D48QUC,B003B6S36S,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B0052H2JXW,B00837YY18,B008H6MXBI,B008MAPGEK,B00B1IFMH6,B00BDJ0LX8,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00EU6NK66,B00FBH5AXY,B00GBH8TBS,B00II17BAA,B00IWU8OM6,B00JR66VBU,B00JRW7QCC,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00SXM70UA,B00U1E54CE,B00U6ZCD2C,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B014UC1R5U,B015OVPE3C,B016IXPWO6,B01714LPZG,B019N8UNK6,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01DQG37VS,B01DWRRVFY,B01EBTAU5K"
A1W511P7B2QSQE,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000URXP6E,B000X2FPXC,B002RZZXYE,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00W259T7G,B013QT8C56,B01B5GTUM6,B01C7G4REE,B000PHANNM,B007HXMQXM,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00PJIPZGW,B00VHRBBU8,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B0007M11XQ,B000A5CPJ4,B000BYVBIU,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000PHZ7HO,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013U0EYI,B0015Z532O,B0018APVTG,B001GAOUZY,B001T0HHDS,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B003V1I44E,B004N2SQUC,B004Q1OCQ2,B006NZ3PYY,B0079K5ZPY,B007PCB5OQ,B007Y550PO,B00837YY18,B0089HGSMK,B008H6MXBI,B00A8JWJRA,B00ABMIOSM,B00B1IFMH6,B00BH3INN0,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00GBH8TBS,B00II17BAA,B00J9POUBC,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00NZ1FH86,B00O0GBRL6,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00U1E54CE,B00U6ZCD2C,B00UKLH4SU,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B011J6HJKM,B013QWS5A0,B01714LPZG,B019N8UNK6,B01A0NT3D6,B01ALDX700,B01B4OIJ62,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE"
A3MZNRSDQ32UUH,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000URXP6E,B000X2FPXC,B001F51QIO,B004A7NXG2,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00W259T7G,B01B5GTUM6,B01C7G4REE,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00NBG203A,B00O4UYXC8,B00PJIPZGW,B00F16IVYA,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000GI3TZ4,B000MIH34Q,B000PHZ7HO,B000Q34ZS4,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0018APVTG,B001G60E3K,B001GAOUZY,B001T0HHDS,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B004LCZEJK,B004N2SQUC,B004Q1OCQ2,B004SUY46E,B004USKDKA,B00512SFZO,B006NZ3PYY,B0079K5ZPY,B00837YY18,B008H6MXBI,B00A8JWJRA,B00B4F0LZ4,B00BNUF34E,B00C9O4EHA,B00COV2LUA,B00CUF29WU,B00EU6NK66,B00FBH5AXY,B00FEGOCCM,B00G187CCO,B00GBH8TBS,B00II17BAA,B00JR67PU6,B00KWGZD36,B00KYAYL2E,B00LA5NKTM,B00LA5NHXQ,B00O0GBRL6,B00Q7BBDXY,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00U1E54CE,B00U6IC4BE,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00XLYPGF6,B011J6HJKM,B0129W97S2,B013QWS5A0,B0166EMYQG,B019N8UNK6,B01A0NT3D6,B01ALDX700,B01B4OIJ62,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01FTDAHVO,B000G0V85A"
A1M92239OM8KPO,"B000050FDY,B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B001JKRNX2,B003983HRI,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00MH07GZ8,B00W259T7G,B013QT8C56,B01B5GTUM6,B01GNP27AG,B01C7G4REE,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B01FWBN620,B00E0K6KMI,B00XA1P4UC,B00021CDQ6,B0002OZ018,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000PHZ7HO,B000Q34ZS4,B000Q388UK,B000SWY05Q,B000WMWR1G,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0016191HU,B0018APVTG,B001ASY0IO,B001T0HHDS,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B004JKNYL4,B004Q1OCQ2,B006NZ3PYY,B0079K5ZPY,B00837YY18,B008H6MXBI,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00ES5KT54,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00G2JJDGU,B00GBH8TBS,B00JBUJ6QO,B00JR67PU6,B00KYAYL2E,B00LA5NKTM,B00LA5NHXQ,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00U1E54CE,B00UVRZLLA,B00WFH3EM2,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B0136SHERY,B013QWS5A0,B015OVPE3C,B0166EMYQG,B016IXPWO6,B01714LPZG,B019N8UNK6,B01A0NT3D6,B01ALDX700,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B01FEDQ1V4,B01FTDAHVO"
A3T7V207KRDE2O,"B000050FDY,B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B001ET7FZE,B001JKRNX2,B001OHV1H4,B005K0T4OI,B006IB5T4W,B007HERMKI,B000FOI48G,B00IE3Y5GK,B00JY8FFDQ,B00W259T7G,B014TOT602,B015J6DM7M,B005CHEIOU,B00GTNZCYQ,B00SGHZDBU,B000PHANNM,B001MZ60V0,B007HXMQXM,B00ACIFQGS,B00EC7J7U6,B00H96GVYC,B00KA3VEG6,B00M2Q3DBI,B0053WVNPG,B00F2OZ5JK,B00I964ISW,B00PJIWE2U,B00RV92XY4,B01BD3D93W,B00004U9V2,B0002OZ018,B0002ZW5UQ,B000A5CPJ4,B000GAO1PE,B000GDJDPE,B000GHXTPA,B000GI3TZ4,B000JL8QO2,B000MIH34Q,B000PHUKEE,B000PHZ7HO,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013J8ARW,B0013U0EYI,B0015Z532O,B0016191HU,B0018APVTG,B002BU1TZ2,B002D48QUC,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B005EZSUS0,B00837YY18,B008H6MXBI,B00BH3INN0,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00DHGE89I,B00EU6NK66,B00FBH5AXY,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00TKOK5KC,B00U1E54CE,B00U6ZCD2C,B00X7NEOVS,B00YHPQLO8,B00ZL8YFSE,B00ZVFKY14,B011J6HJKM,B015OVPE3C,B016IXPWO6,B01714LPZG,B019OS5DRS,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01CKH82Y6,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B00KWHFKHE"
A203GP3E7MA206,"B000050FDY,B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B001ET7FZE,B001JKRNX2,B001OHV1H4,B004A7NXG2,B006IB5T4W,B000FOI48G,B00IE3Y5GK,B00JY8FFDQ,B00R3LPI5Q,B00T9CJ83U,B00W259T7G,B004BBSQAA,B005CHEIOU,B00GTNZCYQ,B000PHANNM,B001MZ60V0,B00EC7J7U6,B001G92HVY,B00FXW81RY,B00KA3VEG6,B00KW4LIJQ,B011I12NMW,B004NOO37A,B00F2OZ5JK,B00I964ISW,B00LAMRNFW,B00PJIWE2U,B00RT3Y4RQ,B016FAVZP2,B00004U9V2,B00021CDQ6,B0002ZW5UQ,B000GAO1PE,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000NG90NE,B000PHUKEE,B000PHZ7HO,B000WMWR1G,B000YBNL2Y,B0013B53DY,B0013J8ARW,B0013U0EYI,B0018APVTG,B001C0W8QG,B001LYAQB2,B002D48R5G,B002D48QUC,B003S5HTHG,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B006Z773PM,B007PCB5OQ,B00837YY18,B008H6MXBI,B009352T34,B00BH3INN0,B00BNUF34E,B00CBMDZ4S,B00CUF29WU,B00CYHM3Y8,B00DHGE89I,B00EU6NK66,B00FBH5AXY,B00FSQ67DA,B00II17BAA,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00QREE3FG,B00QTTJWMS,B00SXM70UA,B00TKOK5KC,B00U1E54CE,B00U6ZCD2C,B00XLYPGF6,B00YHPQLO8,B00ZL8YFSE,B00ZVFKY14,B011J6HJKM,B015OVPE3C,B01714LPZG,B019OS5DRS,B01A0NT3D6,B01ALDX700,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01CKH82Y6,B01D90BYKC,B01DWRRVFY,B01EBTAU5K,B00KWHFKHE"
A7EK88GF8N40F,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000URXP6E,B000X2FPXC,B002RZZXYE,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00W259T7G,B013QT8C56,B01B5GTUM6,B01C7G4REE,B000PHANNM,B00ACIFQGS,B00FXW81RY,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B015POLLZI,B01FWBN620,B00F16IVYA,B00004U9V2,B00021CDQ6,B0002OZ018,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000PHUKEE,B000Q34ZS4,B000SWY05Q,B000YBNL2Y,B0013B53DY,B0013CU7PW,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0016191HU,B0018APVTG,B001T0HHDS,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B003V1I44E,B004JKNYL4,B004Q1OCQ2,B004XHOBAG,B00512SFZO,B0079K5ZPY,B00837YY18,B008H6MXBI,B00A8JWJRA,B00ABMIOSM,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00GBH8TBS,B00J9POUBC,B00JR66VBU,B00JR67PU6,B00KYAYL2E,B00LA5NKTM,B00LA5NHXQ,B00OOF48HS,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00SXM70UA,B00U1E54CE,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B011J6HJKM,B0129W97S2,B013QWS5A0,B0166EMYQG,B01714LPZG,B019N8UNK6,B01A0NT3D6,B01ALDX700,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B01FTDAHVO"
A2V2URLB31HG59,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000FI4S1E,B000GLRREU,B000URXP6E,B000X2FPXC,B001F51QIO,B000FOI48G,B00BMVV3MK,B00G5L867C,B00W259T7G,B00X8LM98Y,B01B5GTUM6,B01C7G4REE,B00ACIFQGS,B00FR8519U,B00FXW81RY,B00KA3VEG6,B00MPGFVHY,B00O4UYXC8,B00PJIPZGW,B010SEW9X8,B01EGWTUY4,B00F16IVYA,B00021CDQ6,B0002OZ018,B000GI3TZ4,B000MIH34Q,B000NG90NE,B000PHZ7HO,B000Q34ZS4,B000SWY05Q,B000YBNL2Y,B0013B53DY,B0013CU7PW,B0013J8ARW,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0018APVTG,B001GAOUZY,B00205CJWK,B002D48QUC,B002P3L99G,B003B6S36S,B003CR4KRM,B004JKNYL4,B004LCZEJK,B004N2SQUC,B004Q1OCQ2,B004SUY46E,B004XHOBAG,B00512SFZO,B006NZ3PYY,B0079K5ZPY,B00837YY18,B00A8JWJRA,B00BNUF34E,B00C9O4EHA,B00CUF29WU,B00EL11LW0,B00ES5KT54,B00EU6NK66,B00FBH5AXY,B00FEGOCCM,B00G187CCO,B00GBH8TBS,B00II17BAA,B00JBUJ6QO,B00KWGZD36,B00KYAYL2E,B00LA5NKTM,B00LA5NHXQ,B00MXHM02E,B00NZ1FH86,B00O0GBRL6,B00Q7BBDXY,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00U1E54CE,B00U6IC4BE,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B0129W97S2,B0136SHERY,B013QWS5A0,B0166EMYQG,B01A0NT3D6,B01ALDX700,B01ALDX6FQ,B01B4OIJ62,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K"
A34XNPNAD1EVB4,"B000050FDY,B00005JS5C,B0002JHI1I,B000URXP6E,B000X2FPXC,B005K0T4OI,B006IB5T4W,B007HERMKI,B00G5L867C,B00W259T7G,B00P5N13SK,B017MNBBFU,B000PHANNM,B001MZ60V0,B003MWEIA6,B008VEPDMC,B009RUKQ2G,B00ACIFQGS,B00D83TNRM,B00FXW81RY,B00KA3VEG6,B00M2Q3DBI,B00ZZ17P84,B014LAZFJA,B01EGWTUY4,B01EL9BQ1M,B01FWBN620,B00XJ8QH3Y,B00004U9V2,B00021CDQ6,B0002OZ018,B000972KU2,B000GI3TZ4,B000HP7INK,B000HX4JWK,B000O7PH34,B000PHUKEE,B000PHZ7HO,B000Q34ZS4,B000SWY05Q,B000YBNL2Y,B0013B53DY,B0013CU7PW,B0013U0EYI,B0016191HU,B00176GSEI,B0018APVTG,B001C0W8QG,B002D48QUC,B003B6S36S,B003CR4KRM,B004JKNYL4,B004LCZEJK,B004Q1OCQ2,B004XHOBAG,B0052H2JXW,B00837YY18,B008H6MXBI,B00BH3INN0,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00D6V6TTG,B00EU6NK66,B00FBH5AXY,B00II17BAA,B00JR66VBU,B00JR67PU6,B00LA5NKTM,B00LA5NHXQ,B00OOF48HS,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00SXM70UA,B00U1E54CE,B00U6ZCD2C,B00UVRZLLA,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B00ZVFKY14,B010NL93PI,B011J6HJKM,B013QWS5A0,B016IXPWO6,B01714LPZG,B019N8UNK6,B019OS5DRS,B01ALDX700,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B005C673JI"
A2CZ79IKGKL8UZ,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000GLRREU,B000URXP6E,B000X2FPXC,B002RZZXYE,B00567UTKI,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00W259T7G,B013QT8C56,B01C7G4REE,B00ACIFQGS,B00FXW81RY,B00H96GVYC,B00KA3VEG6,B00PJIPZGW,B01EGWTUY4,B01EL9BQ1M,B01FWBN620,B00I964ISW,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000CRQHNU,B000GDJDPE,B000GI3TZ4,B000IOAA3K,B000MIH34Q,B000PHUKEE,B000PHZ7HO,B000SWY05Q,B000WMWR1G,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013U0EYI,B0015Z532O,B0018APVTG,B001LYAQB2,B001T0HHDS,B002B4540O,B002D48QUC,B003B6S36S,B003CR4KRM,B003V1I44E,B004Q1OCQ2,B004XHOBAG,B0079K5ZPY,B007PCB5OQ,B00837YY18,B0089HGSMK,B008H6MXBI,B008MAPGEK,B00BNUF34E,B00CLIC7E6,B00CUF29WU,B00CYHM3Y8,B00EU6NK66,B00FBH5AXY,B00GBH8TBS,B00II17BAA,B00J9POUBC,B00JR66VBU,B00LA5NKTM,B00LA5NHXQ,B00PKA9NWQ,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00TLUNPUW,B00U1E54CE,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B00ZL8YFSE,B00ZVFKY14,B011J6HJKM,B013QWS5A0,B0187T8CEG,B01A0NT3D6,B01A61XUU4,B01ALDX700,B01C68GAXE,B01C8278QQ,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B01FTDAHVO,B001NBBAQI,B00KWHFKHE"
A2FBRED718N0OW,"B000050FDY,B00005JS5C,B00006L9LC,B0002JHI1I,B000FI4S1E,B000GLRREU,B000URXP6E,B000X2FPXC,B004A7NXG2,B006IB5T4W,B000FOI48G,B00BMVV3MK,B00G5L867C,B00W259T7G,B00X8LM98Y,B01B5GTUM6,B01C7G4REE,B00ACIFQGS,B00KA3VEG6,B00O4UYXC8,B00PJIPZGW,B015POLLZI,B00F16IVYA,B016HUZBFU,B00004U9V2,B00021CDQ6,B0002OZ018,B0002ZW5UQ,B000GDJDPE,B000GI3TZ4,B000MIH34Q,B000PHUKEE,B000SWY05Q,B000YBNL2Y,B000Z601F8,B0013B53DY,B0013CU7PW,B0013J8ARW,B0013U0EYI,B0015ZAOLY,B0015Z532O,B0018APVTG,B001G60E3K,B001T0HHDS,B002D48QUC,B003B6S36S,B003CR4KRM,B004JKNYL4,B004LCZEJK,B004N2SQUC,B004Q1OCQ2,B004XHOBAG,B00512SFZO,B0079K5ZPY,B00837YY18,B008H6MXBI,B008MAPGEK,B00A8JWJRA,B00BNUF34E,B00CUF29WU,B00CYHM3Y8,B00ES5KT54,B00EU6NK66,B00FBH5AXY,B00G187CCO,B00GBH8TBS,B00II17BAA,B00JBUJ6QO,B00LA5NKTM,B00LA5NHXQ,B00MRRFKBS,B00NZ1FH86,B00O0GBRL6,B00QREE3FG,B00QTTJWMS,B00R69ZDW8,B00TLUNPUW,B00U1E54CE,B00UKLH4SU,B00UVRZLLA,B00WNC5L3E,B00X7NEOVS,B00X8T2L5W,B00XLYPGF6,B00YHPQLO8,B0129W97S2,B013QWS5A0,B019N8UNK6,B01A0NT3D6,B01ALDX700,B01ALDX6FQ,B01B4OIJ62,B01C68GAXE,B01C8278QQ,B01CEJLJOK,B01DQG37VS,B01DWRRVFY,B01EBTAU5K,B01ELU4DSE,B01FTDAHVO"
